Key,Description,Standard
SAY.flowchart_game_story.1363.雅克布,,呵呵，你别太悲观。{wc}\n我只是在尽我所能表达的方式让你看到真相。{wc}\n的确，很遗憾。我们不并不是这个世界的代言人。{wc}\n甚至不是什么执行人，只不过是个衍生品而已。
SAY.flowchart_game_story.1366.王浩,,我的天，真是毁三观了。。。{wc}\n长这么大，头一次感觉自己根本没有存在的意义了。{wc} \n不对啊！？既然你说人类是哪些个狗屁神们造出来的。{wc}\n他们人现在哪呢？他们怎么不出来直接跟我们说，别瞎玩啦。{wc}\n你们的爸爸在这里啊？
SAY.flowchart_game_story.1365.凯瑟琳,,你啊，就是太性急。{wc}\n至少如果你还信任雅克布所说的话。{wc}\n让他尽可能的把这个庞大的问题给你一个比较满意的解释，好么？
SAY.flowchart_game_story.1368.王浩,,不好意思，凯瑟琳大人。{wc}\n小的知错了，赶快把真相狠狠地砸在我的脸上吧！？
SAY.flowchart_game_story.1367.雅克布,,很显然，这个故事还不足以解释人类是谁？{wc}\n为什么最终人类成为了这个世界的主宰？{wc}\n但是接下来的故事可能太漫长，所以我浓缩一下。做一个概述。{wc}\n如果你有问题，我们可以在接下来的时候再细聊。
SAY.flowchart_game_story.1370.王浩,,好的。
SAY.flowchart_game_story.1369.雅克布,,人类和那些被神们创造出来的生物有很大的不同。{wc}\n首先，神们在这个世界上的数量很少。{wc}\n即便他们拥有过人的本事和长久的寿命，但最终还是免不了死亡。{wc}\n想要让整个世界变得更加秩序。他们意识到，{wc}\n需要更多和他们相似能力的生命，协助他们管理和改造世界。{wc}\n因此人类在一开始被设计出来就是按照神自身的蓝图设计的，自然就具备了很多神的特性。{wc}\n所以也会有更加强大的思考能力。从一开始就远远高于其他生物。{wc}\n更加强大的是，人类被授予了神的知识和工具。
SAY.flowchart_game_story.1373.王浩,,等等，让我猜猜。{wc}\n感觉这个故事跟很多电影里的桥段很类似嘛！{wc}\n最后人类和神发生战争了？
SAY.flowchart_game_story.1371.雅克布,,你果然很有潜质，王浩。{wc}\n的确发生了战争，但并不是你说的这么简单。{wc}\n起初很长一段时间，神们制定了严格的法律，{wc}\n所以人类作为奴隶佣人苦力等身份，扮演了十分类似现代社会机器人的身份，{wc}\n极大的方便了神的管理大任。{wc}\n但同时神的内部在一次一次改进人类的过程，产生了两派的分歧。{wc}\n有一点需要说的就是。每次当他们发现设计出来的人类不够理想的时候，都会销毁或者回炉。{wc}\n而这就是著名的“大洪水”{wc}\n没错，大洪水过后，人类会被抹掉，同时再展开新一轮的改造。
SAY.flowchart_game_story.1374.王浩,,有意思！{wc}\n这个剧情像极了西部世界的故事啊。{wc}\n人类从不善待机器人，想尽一切办法让他们为人所用，任其摆布。{wc}\n最终机器人崛起了。天呐！你是说人类最终崛起了！？代替了神？{wc}\n这也太酷了吧！？
SAY.flowchart_game_story.1375.雅克布,,好吧，你把我要说的都说的七七八八了。{wc}\n你是真的想知道真相么？{wc}\n怎么感觉我不需要在说下去了呢？好像你全都知道了。
SAY.flowchart_game_story.1376.王浩,,请大人息怒，我只不过是听你说的太投入了，{wc}\n情不自禁的乱说一气，你快告诉吧。{wc}\n这可是我长这么大听得最带劲的一个故事了！
SAY.flowchart_game_story.1383.雅克布,,好吧。没错，战争最终爆发了。{wc}\n但是发动的不是人，而是神们内部。两派神各持己见。{wc}\n为了是否给与人类平等的知识和共处的权利，他们产生了巨大的分歧。{wc}\n更是火上浇油的就是，其中倾向人类的神族，{wc}\n擅自创造了一批新的人类，并放入了自己的基因。{wc}\n并主动授予他们知识，给与他们王的称号。{wc}\n这一行进彻底惹怒了另一批反对给与人类自由的神族。{wc}\n与此同时神族内部因为权力的争夺。矛盾更加激化了。{wc}\n战争最终在神族之间拉开帷幕。{wc}\n很显然战争中当炮灰的都是人类。生灵涂炭。{wc}\n最终反对的一方启动了最大规模的末日洪水。{wc}\n同时神族内部达成一致，短暂“离开”这个世界，不再回来。{wc}\n但意想不到的就是，爱护人类的一方的神，出于对人类的怜爱。{wc}\n帮助了一小部分人类躲过了洪水。大水过后，再次在大地上繁衍起来。{wc}\n说到这里，终于切入了你问的这个庞大问题的题目了。{wc}\n我们是谁？我们是在大洪水后残存下来的人类。{wc}\n不知道这个答案是否能解答你心中的问题。\n
SAY.flowchart_game_story.1382.王浩,,我的天呐。我被彻底震撼了！{wc}\n虽然我的大脑在不断地想找出理由来拒绝你所说的。{wc}\n但是这个故事实在太震撼了。我的心在不停的颤动！{wc}\n虽然还有好多问题，但是比起现代科学所解释的，{wc}\n我们是浩瀚宇宙中最不起眼的星系里最不起眼的星球里的随机生物。{wc}\n我更相信你所说的这个起源。至少很多问题都顺理成章的可以解释的清楚了。{wc}\n所以，我觉得我得到了满意答案。{wc}\n我是谁？我从哪里来？都被解释了。{wc}\n很想听你说说，我们要到哪里去呢？\n
SAY.flowchart_game_story.1387.雅克布,,你还真是打破砂锅问到底啊！{wc}\n我先说明一下。刚刚跟你说的故事，你尽量从逻辑和理论上去理解。{wc}\n并且，有太多遗漏的内容，没法一下子说清楚。
SAY.flowchart_game_story.1384.王浩,,我懂，我也理解。{wc}\n一下子把整个宇宙的历史说清楚实在是太难了。{wc}\n不过我不得不说，雅克布。{wc}\n你说的很好，我很容易理解。
SAY.flowchart_game_story.1385.凯瑟琳,,哟，嘴巴越来越甜了嘛！？{wc}\n这话说得我们雅克布一定很开心。{wc}\n知音难觅啊，呵呵。
SAY.flowchart_game_story.1389.雅克布,,哪里。。。好吧，刚才解释了我们是谁？{wc}\n简而言之，我们是带有宇宙代言人基因的分管代言人。{wc}\n我们从哪里来？{wc}\n很显然，物理上，我们是那些正统代言人，神们创造出来的分管代言人。{wc}\n在意识层面，我们承载了更大更多意识体的能量。 {wc}\n这样说你明白么？
SAY.flowchart_game_story.1386.王浩,,明白！{wc}\n相当明白。
SAY.flowchart_game_story.1391.雅克布,,好吧，那么我来继续梳理大洪水过后的人类的历史.{wc}\n洪水的目的其实本来是把世界上的一切人类抹掉。同时神们也短暂离开了。{wc}\n但是因为怜爱人类的神的帮助，一部分人类坚强的活下来了。{wc}\n并按照神的交代和吩咐，在这片土地上再次建立起了辉煌的文明。{wc}\n当时的人类把关照他们的神的形象做成雕像供拜，期待着有一天神的再次降临。{wc}\n的确神再次出现，和人类共创了，辉煌的苏美尔文明。{wc}\n但是真相总归会败露的，反对方的神发现了人类的存活，而且只拥护怜爱他们的神，大为愤怒。{wc}\n于是处心积虑的创造出新的一批人类用于对抗苏美尔文明。{wc}\n说是创造，其实只不过是给一群蛮族封了王位，并且给了他们武器。{wc}\n于是一场，人类文明的大战就此拉开了帷幕。\n
SAY.flowchart_game_story.1388.王浩,,真是阴险啊。{wc}\n这帮神族玩的比我们阴险多了。{wc}\n这么想想，这些所谓的神，也不是都是好人啊。
SAY.flowchart_game_story.1393.雅克布,,你说的没错，但又不那么准确。{wc}\n这一点我之后再跟你细说吧。{wc}\n不管怎样，你就先撇开成见，听我跟你说。{wc}\n是的，说到这里我一直没有跟你提这些所谓的神，{wc}\n或者说是宇宙意识体的化身。他们其实和我们一样是有幻化出的个体。{wc}\n并且在全世界不同的古老文明里都有被提到过。{wc}\n那些所谓的神话传说，只不过是由于记载不够详细，或是被错误翻译，{wc}\n因此和事实产生了一层薄纱，在被所谓的历史学家们冠上了所谓神话传说的头衔。{wc}\n变得一文不值了。
SAY.flowchart_game_story.1390.王浩,,你是说其实那些神话故事都是真是发生过的故事吗？{wc}\n希腊神话，波斯神话，中国的神话。{wc}\n被你这么一说，感觉好像这些神话故事好像真的有那么点联系哦！{wc}\n真神奇！\n
SAY.flowchart_game_story.1396.雅克布,,恭喜你，开窍了。{wc}\n的确有很多的故事都在记述真实的历史，比如女娲造人，摩西，诺亚方舟，等等。{wc}\n不过也要事先声明，有一部分的传说也是经过杜撰和修改后的版本。{wc}\n这一点我之后再跟你解释。{wc}\n咱们先来看看，这些化身神们在洪水过后到底在这个世界上做了些什么吧。
SAY.flowchart_game_story.1392.王浩,,好，大神说什么我都洗耳恭听。
SAY.flowchart_game_story.1397.雅克布,,你又来了！。{wc}\n好吧，不跟你开玩笑。想知道这些伟大的神们都谁吗？
SAY.flowchart_game_story.1394.王浩,,当然想啦！不要告诉我他是特朗普？。{wc}\n要不就是耶稣基督？天使们？
SAY.flowchart_game_story.1398.凯瑟琳,,对，还有奥巴马和撒旦！\n
SAY.flowchart_game_story.1399.王浩,,不会吧！这也太…
SAY.flowchart_game_story.1400.凯瑟琳,,逗你的啦！{wc}你还真是……算了。
SAY.flowchart_game_story.1406.雅克布,,我还是长话短说吧。{wc}\n目前我们人类有记载的最古老的文明，不是古埃及也不是中国和印度。\n
SAY.flowchart_game_story.1407.王浩,,那是哪一个啊？！\n
SAY.flowchart_game_story.1408.雅克布,,这个文明的名字就叫做 苏美尔。{wc}\n是的，历史书上有提到过，不过因为某种原因，总是轻描淡写的一笔带过。{wc}\n这个我之后再解释是为什么。{wc}\n实际上苏美尔文明曾经在我们的世界，尤其是大洪水过后的人类历史创造出辉煌的文明。
SAY.flowchart_game_story.1409.王浩,,是嘛，我还真没有研究过。{wc}\n不妨多说说，我挺有兴趣的。
SAY.flowchart_game_story.1411.雅克布,,苏美尔文明是被公认我们有记载人类最早的文明。{wc}\n不仅如此，事实上这个文明远比我们想想的发达。{wc}\n并且留下了大量的泥板记录的历史。数量之多几乎是一座文明的图书馆。{wc}\n记录了当时发达的技术文化法律诗歌等等。\n
SAY.flowchart_game_story.1412.王浩,,那为什么我没怎么听说过呢？。{wc}\n按道理说这么牛逼的文明应该被大量的教育和传承啊？{wc}\n但是如果你不说我机会不知道有这么一个文明存在在这个世界上呢。
SAY.flowchart_game_story.1413.雅克布,,这的确是一个问题，但是我现在没法一次性把原因说清楚。{wc}\n但如果你耐心听我说下去就会知道这是怎么回事了。
SAY.flowchart_game_story.1414.王浩,,好吧！让我猜猜，{wc}\n一定是有什么人不想让我们知道，对不对！?。{wc}\n记载的古苏美尔文明里一定有宝物！他想占为己有。{wc}\n难道是海盗？！
SAY.flowchart_game_story.1415.雅克布,,没错，你说对了一部分，有人把他们藏起来了。但绝不是单纯的海盗。{wc}\n伟大苏美尔文明的泥板里记录了不一样的历史！。{wc}\n这才是那些人用尽办法不让它呈现在世人面前的原因。
SAY.flowchart_game_story.1416.王浩,,哇塞，你是说苏美尔文明里有不可告人的秘密历史吗？。{wc}\n听着好带劲啊！快到告诉我这些秘密吧！？。{wc}\n最喜欢这种话题了。
SAY.flowchart_game_story.1417.雅克布,,这部分内容很庞大，我会稍晚点跟另外的问题一起回答你。{wc}\n重点是让我们来看看，这些古老的苏美尔人们对人类起源和那些神们的记载吧。{wc}\n事实上我刚刚跟你说的创世文明，很多都在苏美尔的泥板文字记载里有过清晰的描述。
SAY.flowchart_game_story.1418.王浩,,是嘛！还真是神奇了啊。{wc}\n比如说哪部分？
SAY.flowchart_game_story.1425.雅克布,,在这里还需要提及的是，苏美尔的文字是在近代才被发现的。{wc}\n并且很长一段都没有人能够读懂。无形中给这段历史增加更多的神秘感。{wc}\n就像玛雅文明，古埃及文明一样。{wc}\n近代有一位有名的历史学家，叫做赛迦利亚西琴的人，他可以说是为数不多可以破译泥板文字的人。{wc}\n他用一生的心血早就并分析，得出了对苏美尔文明很多重要的的观点。{wc}\n并把自己的研究成果出版了震惊世界的地球编年史。{wc}\n考古学界一片哗然。\n
SAY.flowchart_game_story.1420.王浩,,了不起！我得有机会关注一下这个人。{wc}\n很想知道他都写了些什么！会有多么惊人。
SAY.flowchart_game_story.1419.雅克布,,西琴在书中客观的描述了苏美尔的众神已经神家族的各种故事，{wc}\n并清晰的描述道神创造人类的历史。{wc}\n之前我跟你描述的神族的战争已经人类和神的战争。{wc}\n在苏美尔泥板中都有详细的描述和记载。{wc}\n通过对大量泥板文字的分析，{wc}\n可以给我们展现出当年苏美尔的众神们在我们的世界开拓并建立的文明，{wc}\n并多次创造人类的故事。{wc}\n人类在很长一段时间都和神们在同一个世界相处。{wc}\n这些景象都难以想象。
